expedition_id,route_id,expedition_start_date,max_climbers,current_climbers,guide_id,expedition_status,expedition_end_date
8ab66976-7a40-4c84-9285-86e5d9032095,FPO-HIM,2023-10-08 13:14:47,36,21,46,Completed,2024-01-09 13:14:47
0b493f79-ab31-4791-bd17-92ce0210526b,PP-APP,2023-10-08 13:14:47,50,7,31,Cancelled,2023-11-20 13:14:47
f9832584-b438-49fa-a408-19ed15fa75c6,TOTB-ROC,2023-10-08 13:14:47,32,30,7,Ongoing,2024-01-01 13:14:47
e37e8488-c391-4b09-811c-05f43af0742e,OVA-CAS,2023-10-08 13:14:47,34,15,32,Completed,2023-10-19 13:14:47
5dee0d2f-6774-4986-9a1b-adf7d655fd43,TOTB-ROC,2023-10-09 13:14:47,24,2,36,Completed,2023-11-24 13:14:47
a048ad04-d198-4929-b197-6e4a4ecdf97f,OR-ROC,2023-10-09 13:14:47,38,10,40,Upcoming,2023-12-14 13:14:47
a2bdeded-19a5-469e-b2a5-859ebc54cdf6,OVA-CAS,2023-10-09 13:14:47,23,18,17,Completed,2023-12-08 13:14:47
df640828-c88d-4503-b6a7-c6c42f76c7f0,OHT-ROC,2023-10-09 13:14:47,35,24,4,Ongoing,2023-11-22 13:14:47
db8fc849-7cc9-42fd-9f58-fce1ec1a4130,PP-APP,2023-10-09 13:14:47,42,24,23,Ongoing,2023-10-27 13:14:47
4d7358b0-e6a8-412f-9696-bdf2d20fdc32,PP-APP,2023-10-09 13:14:47,45,8,6,Ongoing,2023-10-28 13:14:47
5654ac2b-804b-4330-8f25-d378b298428e,FPO-HIM,2023-10-09 13:14:47,21,19,15,Cancelled,2023-12-29 13:14:47
f04f3a3c-81f3-42b3-bda8-aed00e5e21c0,OVA-CAS,2023-10-09 13:14:47,34,28,37,Ongoing,2024-02-17 13:14:47
7093ad49-675e-4b6b-9c12-1d92cebcdb00,EP-HIM,2023-10-09 13:14:47,34,8,36,Ongoing,2024-02-29 13:14:47
dd72f7b3-4e68-4a73-a2b1-7a425d76a66f,OR-ROC,2023-10-09 13:14:47,43,28,28,Upcoming,2024-03-06 13:14:47
0c67bbdb-c38d-4e67-8fc2-5b4a7b4b965f,OVA-CAS,2023-10-09 13:14:47,50,9,48,Upcoming,2023-12-17 13:14:47
9beb4ef0-231a-44bc-a7ab-e602d3515efb,OHT-ROC,2023-10-09 13:14:47,50,37,25,Upcoming,2023-12-12 13:14:47
0d20fcff-5d8d-4835-ac2e-718814cc03a1,OR-ROC,2023-10-09 13:14:47,22,12,25,Completed,2024-02-25 13:14:47
5f033ce4-274c-4a50-8a41-7cd8ffdb802e,GPT-ALP,2023-10-09 13:14:47,20,0,45,Completed,2024-01-15 13:14:47
d47d8022-8d01-49f7-b09d-eb1d6a17ab29,OR-ROC,2023-10-09 13:14:47,44,11,17,Upcoming,2024-01-21 13:14:47
0e9b803c-c818-4157-aecd-6410265b1252,SA-ROC,2023-10-09 13:14:47,33,21,44,Ongoing,2023-11-12 13:14:47
6dc3905d-8907-440e-b3f2-81adc4d8b751,SOS-ALP,2023-10-09 13:14:47,35,6,27,Ongoing,2024-01-10 13:14:47
fe05553a-5bdf-4eb2-be44-2b4afc9247cb,OHT-ROC,2023-10-09 13:14:47,48,13,26,Ongoing,2023-11-02 13:14:47
7bf6299d-cd53-40d9-99f4-34f4bb473bde,SA-ROC,2023-10-09 13:14:47,38,18,29,Completed,2024-01-14 13:14:47
1f97b975-a2d9-476c-a305-9bd6cef4b43b,FPO-HIM,2023-10-09 13:14:47,48,37,31,Completed,2024-01-05 13:14:47
00af2d0b-5930-4265-a2d4-c2323467a790,EP-HIM,2023-10-10 13:14:47,41,37,10,Ongoing,2023-11-26 13:14:47
5bebd9e9-d773-4f3a-9388-6cfe92a17f82,SOL-AND,2023-10-10 13:14:47,23,7,43,Upcoming,2024-01-10 13:14:47
b256c139-0c38-47e8-b627-e0602dd25cc3,FPO-HIM,2023-10-10 13:14:47,38,14,25,Upcoming,2024-02-05 13:14:47
2fff3a44-5a70-4884-945c-d396bf9b310e,OHT-ROC,2023-10-10 13:14:47,35,12,22,Cancelled,2023-12-22 13:14:47
b49eac31-a000-47d7-b8ba-f73144059412,SOL-AND,2023-10-10 13:14:47,27,13,10,Upcoming,2024-01-29 13:14:47
72b4f401-5046-4f6b-991a-569de0080694,SOL-AND,2023-10-10 13:14:47,43,39,4,Upcoming,2024-01-22 13:14:47
40fcde67-a948-4534-9baa-df3be825407d,OR-ROC,2023-10-10 13:14:47,39,36,19,Ongoing,2023-11-14 13:14:47
576c8618-97fe-4b64-b6ac-40b4f5205af2,SOL-AND,2023-10-10 13:14:47,33,16,43,Completed,2024-03-06 13:14:47
723cc5ca-19b3-4171-9746-4615ccedecf2,OAA-CAS,2023-10-10 13:14:47,22,5,9,Upcoming,2023-10-21 13:14:47
b58e654b-b21f-4c9d-b76a-801e1c526400,SA-ROC,2023-10-10 13:14:47,28,5,26,Cancelled,2023-12-11 13:14:47
82bf80b3-830a-4a22-8520-f28ec249ae6e,SOS-ALP,2023-10-10 13:14:47,30,0,16,Completed,2024-01-21 13:14:47
c4120804-38a8-4704-8548-34fb436a101e,SA-ROC,2023-10-10 13:14:47,45,18,11,Ongoing,2023-10-16 13:14:47
6c177679-6d53-448d-86ae-0be947114bf9,TOTB-ROC,2023-10-10 13:14:47,44,8,25,Upcoming,2023-11-20 13:14:47
b6871d65-f828-4c10-9757-a1275fb91b51,SOS-ALP,2023-10-10 13:14:47,24,17,3,Cancelled,2023-11-21 13:14:47
c07e5ffd-ac3a-4e67-9165-f01973089d03,SOL-AND,2023-10-10 13:14:47,31,15,25,Cancelled,2024-03-03 13:14:47
f289f48b-edfb-40fc-aba7-9af789a11886,OAA-CAS,2023-10-10 13:14:47,47,10,1,Completed,2023-10-12 13:14:47
3b3c2784-0207-4b3c-a2ae-0fadf9322ebe,FPO-HIM,2023-10-10 13:14:47,48,3,18,Upcoming,2024-04-22 13:14:47
2958adc2-cb37-45c1-8a04-47a7b8ef8394,GPT-ALP,2023-10-11 13:14:47,32,10,46,Ongoing,2023-12-16 13:14:47
a9c66d5b-68de-472a-abef-ca1b9d8a1ab2,OR-ROC,2023-10-11 13:14:47,26,18,40,Ongoing,2024-01-09 13:14:47
bc51b01b-0f74-4633-a12f-019625e7e6e9,SOL-AND,2023-10-11 13:14:47,38,3,45,Ongoing,2023-12-26 13:14:47
7a6993c4-16f2-40a7-ae89-2a058cd1f2b1,OR-ROC,2023-10-11 13:14:47,28,19,4,Completed,2024-01-25 13:14:47
3bae34ac-ea52-4277-bad4-0354b948d2dc,FPO-HIM,2023-10-11 13:14:47,41,12,9,Ongoing,2024-03-13 13:14:47
7ca4b92c-c357-4a78-b668-898654369b54,AG-AND,2023-10-11 13:14:47,21,19,32,Cancelled,2024-01-01 13:14:47
2b9e094b-d204-4441-8561-9a0dc31065f2,PP-APP,2023-10-11 13:14:47,49,23,47,Upcoming,2023-10-26 13:14:47
7c35f588-958d-4b06-9c88-3ee59bf2f2d1,OVA-CAS,2023-10-11 13:14:47,31,8,39,Upcoming,2024-04-06 13:14:47
bd92357d-669e-4209-a4b7-0a473dc615b8,OAA-CAS,2023-10-11 13:14:47,21,10,8,Upcoming,2023-10-25 13:14:47
3eff62c9-c6f3-49f5-89a8-c23c648dcd26,SOS-HIM,2023-10-11 13:14:47,47,1,3,Completed,2024-01-06 13:14:47
8c1e827f-e1f8-47ae-a870-e6797ee8442c,AG-AND,2023-10-12 13:14:47,28,7,19,Cancelled,2024-02-22 13:14:47
d665a313-ab94-4227-b4e4-7b165dc30bec,TOTB-ROC,2023-10-12 13:14:47,50,19,30,Upcoming,2023-11-17 13:14:47
3a3fb656-1878-4b53-a92a-1606f7d0ff06,EP-ALP,2023-10-12 13:14:47,43,17,30,Upcoming,2024-01-27 13:14:47
9a171cd0-1aff-4e24-8609-e9f88b062594,OHT-ROC,2023-10-12 13:14:47,33,1,16,Ongoing,2023-12-24 13:14:47
e88e1dc7-538e-4c08-a33e-e5ddab940d63,TOTB-ROC,2023-10-12 13:14:47,39,20,40,Completed,2024-01-12 13:14:47
3e7e7bc8-bb7b-4e9b-a9f9-15cbb3c705e2,SOS-ALP,2023-10-12 13:14:47,48,19,39,Completed,2024-03-01 13:14:47
b208d040-7d07-40d3-b393-f2e2fabaca49,OHT-ROC,2023-10-12 13:14:47,37,31,16,Cancelled,2024-01-07 13:14:47
7057fab4-cbce-4df7-88e0-d7f4c9b762ba,PP-APP,2023-10-12 13:14:47,47,0,44,Ongoing,2023-11-15 13:14:47
d3721ab3-13d8-4e8e-9f1a-3a88da61eff5,OR-ROC,2023-10-12 13:14:47,20,0,42,Upcoming,2023-12-13 13:14:47
734a0af2-2245-482a-be9f-2c5cacdab98d,TOTB-ROC,2023-10-12 13:14:47,47,12,48,Upcoming,2023-12-26 13:14:47
8af9d20e-af09-45c5-8edd-f783079eae05,FPO-HIM,2023-10-12 13:14:47,42,39,8,Upcoming,2023-11-18 13:14:47
29e1b5c5-1c99-4c17-927b-1b7da352aada,TOTB-ROC,2023-10-12 13:14:47,42,4,9,Upcoming,2023-12-04 13:14:47
bad15767-5eda-4e71-b1f9-adb2e217adeb,GPT-ALP,2023-10-12 13:14:47,24,21,12,Upcoming,2024-03-12 13:14:47
103bf5b9-2acc-40eb-9815-02cfba25b131,PP-APP,2023-10-12 13:14:47,31,19,31,Ongoing,2023-10-19 13:14:47
76f7db49-1636-44ad-ac8a-2d6afebbc44b,GPT-ALP,2023-10-12 13:14:47,25,2,31,Ongoing,2024-01-19 13:14:47
3cdf532e-5933-47db-99c3-770692d55710,SOS-HIM,2023-10-12 13:14:47,40,1,40,Upcoming,2023-11-16 13:14:47
aad4a8b8-d1c0-4f52-b690-aff4fa72e801,SOL-AND,2023-10-12 13:14:47,37,0,48,Ongoing,2024-03-06 13:14:47
4069b933-1e7c-41f8-85c6-acbf4a0c19db,SOS-ALP,2023-10-12 13:14:47,33,12,18,Upcoming,2024-02-11 13:14:47
e83f4370-f3c4-4d60-b904-187fae3ddccf,PP-APP,2023-10-12 13:14:47,23,2,37,Completed,2023-10-24 13:14:47
14c4e9fb-4ddb-430d-bf37-ebb5d37a66ae,OR-ROC,2023-10-12 13:14:47,43,35,39,Cancelled,2023-11-09 13:14:47
5b17116b-2d30-4862-9250-93c6f28265f7,TOTB-ROC,2023-10-13 13:14:47,36,7,34,Completed,2023-10-21 13:14:47
0cbe568f-909a-487e-a4c7-0d4039e26370,PP-APP,2023-10-13 13:14:47,20,1,29,Cancelled,2023-10-14 13:14:47
6b4f2dff-dd57-4e3d-9589-d5c1ae79c6b5,SOS-ALP,2023-10-13 13:14:47,22,12,27,Upcoming,2023-12-15 13:14:47
47de5e64-10db-48f9-a2aa-fb8c7fe15a4a,TOTB-ROC,2023-10-13 13:14:47,48,19,31,Cancelled,2023-12-27 13:14:47
05ef2a21-4a1e-45b4-bf3d-5e3202460d01,PP-APP,2023-10-13 13:14:47,36,11,2,Ongoing,2023-11-29 13:14:47
70217af9-9707-4f34-b76e-93fed3e58bb3,SOS-HIM,2023-10-13 13:14:47,39,21,26,Upcoming,2023-12-08 13:14:47
613282ac-411d-428b-8ba5-d3c2db1a7f3b,OAA-CAS,2023-10-13 13:14:47,24,2,25,Upcoming,2023-11-29 13:14:47
f3450ddd-ab00-49e6-acec-20c998db17f1,SOS-ALP,2023-10-13 13:14:47,26,18,14,Upcoming,2023-12-13 13:14:47
158ead0d-5b84-45fa-a597-c8ef00518c7e,EP-ALP,2023-10-13 13:14:47,26,11,24,Ongoing,2024-02-02 13:14:47
3b830197-3b97-4a33-9279-1d3e218a383a,SOS-HIM,2023-10-13 13:14:47,41,32,23,Upcoming,2023-11-23 13:14:47
b2d00e50-5f08-4bde-9d74-a9cf2a1d8c77,EP-ALP,2023-10-13 13:14:47,45,8,44,Cancelled,2024-01-06 13:14:47
6ed437ef-d566-40b2-90d9-74f34d4d9321,EP-HIM,2023-10-13 13:14:47,40,18,28,Upcoming,2023-11-29 13:14:47
75f271ae-3174-4d7f-b48f-d0ecc4995614,AG-AND,2023-10-13 13:14:47,39,9,23,Ongoing,2024-02-19 13:14:47
1a42a19e-b7f0-494a-98b8-415157626f9e,GPT-ALP,2023-10-13 13:14:47,25,14,4,Upcoming,2024-03-11 13:14:47
17bc018a-d0fe-4f2d-aa7c-5e77b1c1fd64,SOS-ALP,2023-10-13 13:14:47,42,18,11,Ongoing,2024-01-13 13:14:47
fe63335f-a0de-4e38-b4f6-05085024cd71,EP-HIM,2023-10-13 13:14:47,45,28,3,Cancelled,2024-01-09 13:14:47
40797934-ed7a-475b-b2f8-96dcd26ebd48,FPO-HIM,2023-10-13 13:14:47,37,35,31,Cancelled,2024-03-22 13:14:47
a4348e04-ecf4-4dfd-ba8e-17e2bbc3840f,SA-ROC,2023-10-14 13:14:47,46,7,50,Cancelled,2023-10-18 13:14:47
e0a4c9d9-ed25-44ac-adee-274cecaf0dbf,EP-HIM,2023-10-14 13:14:47,20,7,23,Cancelled,2023-11-11 13:14:47
3ac09f12-cd6c-47fc-8911-1584d5167b4d,OHT-ROC,2023-10-14 13:14:47,36,25,44,Upcoming,2023-12-07 13:14:47
160e55ea-d670-47cd-b93e-b0d68132ad54,FPO-HIM,2023-10-14 13:14:47,41,32,32,Completed,2023-12-06 13:14:47
7be1b232-b8a5-4454-b798-45460227caff,SOL-AND,2023-10-15 13:14:47,29,10,12,Completed,2023-12-01 13:14:47
42581fdd-83b8-44c1-8248-c1e1a78e3648,OHT-ROC,2023-10-15 13:14:47,29,4,9,Ongoing,2023-12-25 13:14:47
87d13f53-9fe1-485f-a24f-d846888bee49,OR-ROC,2023-10-15 13:14:47,35,24,6,Upcoming,2023-10-27 13:14:47
be9ccdb4-df4a-4d2a-b247-8376bb36a633,SOS-ALP,2023-10-15 13:14:47,46,11,21,Ongoing,2023-12-16 13:14:47
73ce8e0f-6a01-492a-9cbe-67139e9140ee,AG-AND,2023-10-15 13:14:47,37,0,33,Cancelled,2023-10-23 13:14:47
e26ed1e0-24a4-40d4-ad5b-fea7bb59b351,OVA-CAS,2023-10-15 13:14:47,46,46,21,Completed,2024-04-15 13:14:47
4396077c-efc1-46a3-8b92-4fd48a03773c,AG-AND,2023-10-15 13:14:47,38,22,16,Completed,2024-03-04 13:14:47
4d0a3624-b96b-49d3-ba2f-49d94efea8af,SA-ROC,2023-10-15 13:14:47,28,16,49,Cancelled,2023-11-23 13:14:47
cf1cdd9e-c3c8-4552-8fb5-7b17b08626f6,OVA-CAS,2023-10-15 13:14:47,40,24,16,Upcoming,2024-02-07 13:14:47
72d2a7dc-60d8-4748-987f-6a5b150bbe48,OAA-CAS,2023-10-15 13:14:47,42,19,27,Ongoing,2023-11-17 13:14:47
e792bb91-fcf1-45a3-bc49-cce29b10c928,SOS-HIM,2023-10-15 13:14:47,34,28,24,Completed,2024-01-05 13:14:47
8aa7a4e9-390e-4ea0-bdce-f89956c12431,OHT-ROC,2023-10-16 13:14:47,28,2,38,Cancelled,2023-11-27 13:14:47
a05049dd-0d6b-416a-a519-4a98ad479834,PP-APP,2023-10-17 13:14:47,48,33,20,Completed,2023-11-03 13:14:47
22c56d9f-ff61-479b-b1fe-45659de66fbc,AG-AND,2023-10-17 13:14:47,24,23,13,Completed,2023-12-14 13:14:47
4000e6c0-26ef-4edc-b26a-6a5fd1c5c4d7,SOL-AND,2023-10-17 13:14:47,50,27,21,Upcoming,2023-10-29 13:14:47
b95de306-151b-4367-9754-e20d211e2e05,OHT-ROC,2023-10-17 13:14:47,48,39,20,Completed,2023-11-13 13:14:47
331c21f7-04c6-4a62-b662-be56e0512513,OHT-ROC,2023-10-17 13:14:47,48,39,2,Completed,2024-01-10 13:14:47
eaf63c5a-be1d-44d5-9785-44bdb8171c18,OAA-CAS,2023-10-17 13:14:47,31,5,19,Ongoing,2023-11-20 13:14:47
9b8008b9-d946-4bc0-ba81-918f497dd7cb,PP-APP,2023-10-17 13:14:47,23,18,44,Ongoing,2023-10-23 13:14:47
0c822633-3dd8-478c-8f35-aaf9950ecdc3,OVA-CAS,2023-10-17 13:14:47,36,5,18,Completed,2024-02-27 13:14:47
abb3e2ab-adb0-4f2c-a63f-bb74b2725299,OVA-CAS,2023-10-17 13:14:47,45,0,50,Upcoming,2023-11-17 13:14:47
73561ebd-7284-4d2c-8463-375d2b5efc3e,SA-ROC,2023-10-17 13:14:47,40,3,12,Upcoming,2023-10-21 13:14:47
d1e01181-8d34-42e3-aa0f-2b0cb5aa69a3,AG-AND,2023-10-17 13:14:47,35,0,4,Completed,2023-10-18 13:14:47
9e580c38-9fcc-48ab-bb4c-719452b2a67e,OR-ROC,2023-10-18 13:14:47,35,15,48,Upcoming,2024-02-03 13:14:47
e6cf556b-55ab-4a3b-8f1f-d425ed798367,GPT-ALP,2023-10-18 13:14:47,48,1,22,Upcoming,2023-12-03 13:14:47
4981850f-2383-4086-8719-01bc1b9f7518,EP-ALP,2023-10-18 13:14:47,49,16,37,Ongoing,2024-01-07 13:14:47
9600cfdf-98ba-4936-8a1e-5d0a0ab5f9e7,OVA-CAS,2023-10-18 13:14:47,33,19,19,Upcoming,2024-02-13 13:14:47
5d0d9b51-f390-4fe1-a663-864f9ac1c8b5,OVA-CAS,2023-10-18 13:14:47,28,13,11,Cancelled,2024-01-30 13:14:47
6a521bad-807c-448b-ac11-e23a8dfcdc11,SOS-ALP,2023-10-18 13:14:47,45,40,20,Upcoming,2023-10-20 13:14:47
946561c6-0ead-4bb2-aab8-4849edb16987,EP-HIM,2023-10-18 13:14:47,28,0,49,Upcoming,2023-11-24 13:14:47
d2ee3e21-a76b-414e-bf86-d47625584000,PP-APP,2023-10-19 13:14:47,47,31,10,Upcoming,2023-11-25 13:14:47
ca1ba98c-d758-4a56-a3c6-11984abc84fa,FPO-HIM,2023-10-19 13:14:47,33,16,1,Upcoming,2024-04-09 13:14:47
84544c59-004c-4451-9ecf-8cc69dc5580f,OHT-ROC,2023-10-19 13:14:47,26,1,41,Completed,2023-10-22 13:14:47
a89795ea-6723-4b1f-ab99-9d3538fa3852,PP-APP,2023-10-19 13:14:47,35,33,25,Cancelled,2023-10-26 13:14:47
0e860655-85cf-4033-98b0-c266cf2f9b93,SA-ROC,2023-10-19 13:14:47,34,3,2,Upcoming,2023-11-21 13:14:47
d021c76c-e012-453f-8b2b-5a407c037e65,SOS-HIM,2023-10-19 13:14:47,50,50,10,Ongoing,2023-11-01 13:14:47
bce26a0e-3ac5-4087-9fa9-40e05013d7d1,EP-HIM,2023-10-19 13:14:47,23,3,11,Completed,2024-02-15 13:14:47
ccfe9c2c-5937-4588-8cb1-ab77c150fa71,EP-HIM,2023-10-19 13:14:47,34,6,38,Completed,2024-03-20 13:14:47
b109f0f4-37f5-48ae-aa74-7bd3e9de5819,TOTB-ROC,2023-10-19 13:14:47,20,1,16,Completed,2024-01-16 13:14:47
559492ee-9964-4855-8c18-8ff6e4d968b3,OVA-CAS,2023-10-19 13:14:47,48,42,45,Upcoming,2023-11-12 13:14:47
ba133889-f275-45c3-ac1d-8ede40dc5792,OAA-CAS,2023-10-19 13:14:47,30,11,5,Upcoming,2023-11-09 13:14:47
a8dde9c6-d499-4be0-b764-9879628f3a0c,SOL-AND,2023-10-19 13:14:47,48,16,26,Completed,2023-12-21 13:14:47
85a8adce-b2f1-4ea1-bc13-523592d8622f,OVA-CAS,2023-10-19 13:14:47,43,41,37,Cancelled,2024-01-22 13:14:47
94fd3491-bc6e-40e0-a7cd-27764c25cba5,OHT-ROC,2023-10-19 13:14:47,21,17,39,Ongoing,2023-11-25 13:14:47
aa99c0ba-26dc-42e0-b892-561167e12c44,OHT-ROC,2023-10-19 13:14:47,46,43,10,Ongoing,2024-01-03 13:14:47
dc66621b-c1dc-4717-804b-e8a50bb5df6f,SOS-HIM,2023-10-19 13:14:47,30,10,36,Completed,2024-01-06 13:14:47
2463eba2-e565-4bb8-892b-62857ebf3e42,EP-ALP,2023-10-19 13:14:47,25,16,7,Completed,2024-03-05 13:14:47
e39c2394-01ba-4d57-a5c6-713f24ab4d55,OHT-ROC,2023-10-19 13:14:47,44,28,14,Cancelled,2023-11-13 13:14:47
fb994926-eec5-478f-8df8-f65f417240db,OHT-ROC,2023-10-19 13:14:47,25,0,14,Ongoing,2023-12-24 13:14:47
4b6ea558-2ffd-4b33-952a-96b520f4c5ec,GPT-ALP,2023-10-20 13:14:47,42,30,48,Cancelled,2024-02-04 13:14:47
c65b7954-1ba9-4cd8-b672-6d6811de46d3,TOTB-ROC,2023-10-20 13:14:47,45,4,8,Ongoing,2023-11-28 13:14:47
b217399d-cd01-4267-a638-8d63053fc223,SA-ROC,2023-10-20 13:14:47,32,21,34,Upcoming,2023-11-18 13:14:47
55c30e6e-9c3f-4d29-8235-9683b5d25b1b,OR-ROC,2023-10-20 13:14:47,37,17,11,Ongoing,2024-03-02 13:14:47
f7a88713-fb6e-4544-a96b-cbedc52cfb72,FPO-HIM,2023-10-20 13:14:47,42,35,8,Cancelled,2023-11-23 13:14:47
