financial_id,expedition_id,total_revenue,total_cost,profit_margin
a7d38795-f9d1-4a53-b163-68c6014882e1,5649ea4a-7d05-4eab-b3c3-3287f20b74c4,5343.72,7068.6,-32.28
1323edcf-5427-4067-9ef5-3d5826860c77,0b6e3e3a-3872-4263-bee2-693456e63b9e,3452.5,1227.29,64.45
c78f7b79-eabb-4440-bbaa-0b1bd6d79964,b4ffd54c-0bcb-4fe7-aec1-ca41e1760691,6733.44,2190.44,67.47
3d46556b-dbc3-4ea5-a09f-f11754296a66,b553590b-abc1-43b2-a364-6e2d97afe6b3,9143.43,4617.6,49.5
baafb9ed-5e15-4506-a53a-c25fce6e0a7e,8b9dfe3e-38d5-4885-9cdb-7c7ec05b8a51,13604.09,7297.2,46.36
64641c1a-2628-4600-a5b2-b84a73a04b67,685e5992-4b6f-4c70-8473-991e9f3f4687,2310.64,943.71,59.16
9cf12faa-473d-4ffb-85af-0df985a46faa,d42842f6-a7d3-4d97-98a4-f929c461968d,10279.53,9961.92,3.09
48eac2c6-808b-4306-9321-04240a0b1c91,2a7b08fd-e0c5-447a-8c7e-c6ac9fa9ca00,14310.42,5255.57,63.27
e19a7d46-5e3b-4e7f-b66b-28680691fc83,2f817a2c-e0f6-446b-ae47-3ccb1e08f3cb,15253.11,6169.05,59.56
f673d695-4cbe-41b4-9e9f-c0e68589d93a,6f357016-c22b-4eee-9f9b-51b1829645b5,1088.26,554.95,49.01
2c947242-7b61-4659-8c04-101a6462d663,48dd60db-573c-49f7-8392-bb2a8d3c0481,2647.79,2087.35,21.17
da045d56-f598-4e86-bf22-5ae400e88bab,de8102e7-10d3-40e0-adbe-64720d826d6f,11467.17,5395.79,52.95
4cb57a9b-77d5-42ba-a88a-4d17b6c253ec,e9b5a485-115d-4613-8065-ea094fc62583,9457.5,7245.98,23.38
13cdad87-0df2-4f51-8733-5f476e49a545,ce4a56da-23c7-4992-af9b-fa0950ec7fbb,11466.88,10955.94,4.46
cfa38a2b-b77a-40d8-854c-d4548ddd0ee0,0015c7b9-fad1-4626-a49c-047dd64a36c5,2904.44,1481.98,48.98
e0e35f25-e08c-447e-bab6-c8005db0a6aa,98207eab-1bee-497b-99e8-559f9c75f2dc,13760.54,8226.34,40.22
768838c4-9d03-47cf-a7d7-873326118652,a66d11c5-94c9-49d4-ad99-d249c2767078,2864.97,1096.29,61.73
25a55eae-2cfc-4033-bbd6-ee4df69ae54b,648a22e2-2d48-44b5-9098-9db29da94ef4,12003.36,5819.0,51.52
7ca8a71f-0ff1-4484-8163-7938fb41452e,7b6fa1c2-24c4-49a1-86e8-80245d4f83c8,3698.59,2509.96,32.14
474434d2-b986-437c-8382-fa104d5be20b,a17560bc-88bd-4659-b1c4-7a0f546ff7bc,13653.73,7246.82,46.92
d47fb0df-eecb-47d8-8d2a-c752ae712a89,759f2fc5-d377-4a54-aab2-b58b4fe4778b,14782.22,12199.86,17.47
5458d8ee-e752-4d8b-950d-307f2b3cc8ca,336b1f3e-b95b-4300-a07b-076638c52568,20720.76,14429.48,30.36
e86d77bb-6b92-4d50-9015-2c41b2ba2448,c67148a8-fc24-49bf-b294-d1bd14e7b321,11361.27,5691.29,49.91
aa68f349-5126-4edf-8ae6-b7b8acdede4e,2257c43f-1d34-4058-8d09-6eb34d397702,12150.77,6468.37,46.77
68590a21-ee18-4d63-8343-5005a35439fc,11855fb0-ecf8-4df0-817c-a98a68fbb1f2,6015.81,2938.54,51.15
2eba0fcf-dbed-4be9-8991-1c9227160386,66a2afd1-4241-4a6a-a2d8-a5db0399178f,3479.44,1493.43,57.08
8cb11f70-98b8-4777-bb90-bea7e9ae0598,cc237da9-9e90-4bb1-a06a-7223dd00f875,7154.8,6411.99,10.38
c9f007f9-9e75-492f-8352-1203cd8ea553,cc5a84e2-be12-484e-8f69-411bd7be1574,2171.17,1090.68,49.77
20e7021c-6f80-45ca-9a07-00b61d30db3e,430a1217-4d72-491a-9f18-d4ab219e8f8b,7061.05,2694.75,61.84
646872fd-1b1f-4c4a-b817-c341b356f38d,8a31ca26-6d21-468e-ace3-3c203d0201dd,1978.55,1005.15,49.2
3d6a8c65-98a7-4ea5-b4e9-8674ba08d180,52e619b0-2a3a-44ab-8607-d3dcdd3c0b4a,1183.46,706.54,40.3
2e774c5d-ff05-4751-8d75-cbae20038a9d,254457eb-0454-4497-a6d1-48c2a59d2d08,8760.3,5642.01,35.6
ade55ec2-b931-4b8b-a94d-d57cc4b42db9,b9f46e50-118a-49cc-9240-100f3acf8e47,4142.55,2052.32,50.46
9ed6512a-f5fd-4701-af8e-644552c75678,faf024bf-89a4-4dcc-99a8-c9a4e57a43c3,13863.35,8136.55,41.31
66b38297-5264-4321-a85d-464c58091d9a,bddf1b82-9175-493d-9332-3f5e7c1469ae,14163.66,12887.66,9.01
fa86c58d-889c-4914-b6c0-abf58a717b96,d0164df6-b905-49c9-894c-36200f979774,10864.17,5314.86,51.08
de71ba82-3f82-4e4d-ab23-eb2150e6b437,dab42a0c-5889-4286-9ca8-251037d8d7f4,4899.07,3269.99,33.25
e30a0821-3369-4a28-99a2-0e0a2df1ddf5,1bf6915d-80f3-438b-9794-d33b738e0836,13898.38,7020.05,49.49
31eaac86-7342-457d-9001-d4131f692e9d,d5ac38c2-c47f-45f3-bc29-eff9b18920cd,11276.16,9262.19,17.86
42e18e5c-5121-41eb-9c31-04a3403cadd0,432bf37f-1392-4f7e-8d14-e21ad578dfd1,1575.41,1289.3,18.16
9bbe7efc-4798-484b-ba87-71e0b959a31f,8dfcae40-1e45-4855-91ba-aa42e50d0fab,13886.38,14147.44,-1.88
eef95c0e-ee34-4c9a-a887-1a18e6684685,4c35e8be-8c56-46aa-a439-c984ebdd3a97,3425.35,1529.67,55.34
767a49c2-b6ce-4707-98d2-fd18feba0082,d6a4ff22-28cf-48fe-99a9-8f38bdc13df4,6228.85,7212.65,-15.79
90d8ba24-b9db-403a-82d7-74028ecd24d0,7114b447-1694-4157-b5ba-589ced505b3c,7445.23,3554.28,52.26
3088aa1b-ce9a-4bd8-901f-d0b17e16f0f5,a28929dc-91ff-41dc-a2d4-487c42c22245,3907.51,2782.41,28.79
c6882240-3e7e-41f6-9964-29b93356f644,d0133adc-abab-49fb-a46c-8d9ce2130ee0,12329.98,7478.84,39.34
e8466d71-026c-49a5-89d4-db6bdd4b83ae,bebb3f1b-df72-4f21-a911-dbc7a1a0530e,1069.6,543.24,49.21
aeed47af-e780-42d0-8df2-518665e0e206,4291f55c-3ef1-490d-8955-0d4e16f1ab5e,5729.13,2703.11,52.82
f77b4b20-ecb8-4aca-ab7f-c5f6d421ea58,771338b4-fa83-469d-aaa0-fa5a91964e41,2724.38,1866.45,31.49
fc16c5cc-9f3a-4b75-8857-8c682d444ca7,8476238c-36fa-40f4-9923-adfe5ea4e835,8537.93,6744.63,21.0
feb37f30-e607-4913-9283-428433d2132e,2c28a0c7-d324-48f1-9196-ca5beab1377d,8862.01,8181.49,7.68
4a18925e-e9a2-4a72-a084-13d3dd2c2a3f,17876d2f-b7fb-4ca0-8ec7-dbefb925b970,7467.59,2412.39,67.7
8a92b34e-c6ad-4a09-93bf-1d6b93876477,ddd27e40-37a7-4375-ab31-b67b8febab40,6208.25,7873.76,-26.83
ae866e62-e693-475a-95d6-0058c78a906b,81de8de8-db5c-4c69-ae6c-13e0f437afd9,6293.5,2532.78,59.76
756b8d3d-9c10-4e2f-a6dc-37bbb54fe665,72ac93a2-eec3-4f4d-a9e6-088f2024d2f1,10484.59,8034.67,23.37
1c7cb0eb-89d4-425d-9ee3-ef4f95a40241,52000182-85be-4ad0-baed-6a35f07ca5fd,8726.79,5264.89,39.67
769bb774-6a6d-4692-96de-0da4b58fa944,492c8c92-d206-4b5a-8b57-dccc2e0ff3a1,4601.83,1483.98,67.75
27121683-890b-4521-8271-09eb5bddef83,4bd00c6a-c851-442b-a334-f27d9ea81473,7257.93,2141.71,70.49
1e846aa6-b82f-49a6-8375-3b2a88fa413d,3143a728-2559-453b-9937-ba68b83b51b2,1767.39,744.23,57.89
42180663-aed1-4733-9f26-544842bc1797,b3d16aec-9097-41ae-9f53-0dca91be32c7,2395.01,1197.31,50.01
c28c56fe-14e8-49aa-81b5-40f5862bb681,76125374-3084-4849-b725-de9eb67549ee,6394.19,5997.43,6.21
7a67f812-ba6d-44b4-8107-914dc33df1a0,6d88116a-3c04-480f-9b86-099786f34661,6729.19,4186.73,37.78
c45bdbc4-0001-4b6e-93f1-270773f821a7,ee374c4b-08f6-425f-ab2d-0957aa32bbf5,6514.85,3097.43,52.46
a038a24f-14c2-4744-90ae-f1fd12b41eac,1a0cfe5c-9cd1-4b11-89e3-df701a0429f9,2904.67,1483.48,48.93
84898d20-d151-440a-92c7-af784a7093ef,35365544-47d8-4c63-bb52-459476223ccf,9819.54,4107.28,58.17
bd149336-09a5-4aa4-ae8d-4ed30694ff3a,f3a565a9-0450-41ca-b4f8-94c7b4808116,7387.18,5848.64,20.83
181d4c5b-7cc6-4462-8388-8936c9618cdc,43ca839a-6c92-4ba9-840f-440f8df45076,2427.64,1454.2,40.1
2be293ee-1adf-433c-aed5-50b571acb7fa,02a8976b-fed9-4164-ae3c-943470fc6a00,1419.07,1173.4,17.31
9e515481-f9fd-4e2f-86b8-08640c6022a2,3096bdbe-c076-4334-a66b-387663929a63,3226.7,2160.49,33.04
43f23eed-0d01-43bf-a044-394eb33fd469,2b265852-bbae-4de4-95e9-dae74f8b907b,27363.14,8731.88,68.09
0282b911-3916-4e1b-86cf-45de3255eab3,06ce84ee-c209-44ab-ade3-c1667ee5b8de,2956.54,3532.22,-19.47
2c804f63-4b8e-4264-94ea-dc9cb1c11bf7,5770b0d1-39e2-448c-bc13-571d2c4a03e3,6417.14,6537.83,-1.88
44af7c2f-de06-4ceb-b801-aad41f84c740,be34d5d3-317a-4880-b57c-89b376cdc113,5151.14,2871.46,44.26
7edb0683-54d6-4fde-955b-536add762bf7,2a0897b5-43f8-4b21-beaf-22862be67aaf,3028.85,2116.16,30.13
90b47273-7905-4d19-bc74-062c995dff6d,d593f59e-58e8-4937-9797-25e10b3be950,14048.74,10784.91,23.23
b80b1085-8870-40d2-a2d6-353ba09b1963,87fefdfb-439b-4771-85f9-af37d8b0c4bc,7008.19,2471.69,64.73
9d0fc140-5b5b-4654-950c-fbaa27eff304,29f1c052-da31-4d47-8a33-1f152c7f84c9,6534.47,4948.5,24.27
c741dda3-8e1f-4172-8bd3-66fe1f2ea780,e77599ec-0f09-4afd-aa7e-6c3ee715fb1a,20126.12,8123.56,59.64
8ea99b7a-97cb-4892-88ae-d5c2fdf81240,41492b7e-2eaf-47b5-ad1b-77e56de4ad51,2100.38,1121.86,46.59
b93af839-6d91-473d-9327-4a6598dada55,c36b4808-ffbf-4624-b2af-762561455a32,20422.08,8948.93,56.18
6118735f-04a6-4c8c-8f00-577c1b6b04dd,bc202968-81db-45bf-be5e-e056328d46f1,5725.19,3131.98,45.29
9c39f50c-1936-4234-a53f-42ed85e38f67,538b91c2-9dc8-4b91-8be2-0283d3e1fdd3,5574.34,3792.45,31.97
240af83f-2ae8-43d5-9df9-59853e1d6c5d,095585fa-7ca3-40eb-8b9e-f4e58ae60532,7007.91,2919.93,58.33
23790f55-6c05-4284-936d-e7d65513d1cc,6212410f-50ba-423f-a1ea-f44c0a6e02e7,17390.3,8471.49,51.29
03da8ddd-b6ae-479c-acd7-ef78bb52d484,ee4acdfa-cbf8-474a-8b1d-8c2782647290,2049.39,1180.79,42.38
bec7c77c-b042-4017-856b-d7f4e57fe44c,fc238537-5f59-40bb-b08c-a1ea11aaeab0,19535.18,9320.17,52.29
c3adede5-d1a6-45e5-ad22-6bb48d6012df,cffcb2f7-7b41-45f8-914a-59fcaa0ee318,4903.85,3934.34,19.77
ec6f7229-f653-4d30-8a11-6f1e0761b5cf,837d3974-92d1-49bf-8e45-0d9a7446dfc2,2966.87,1889.12,36.33
3340bb6c-493e-43b3-a269-8de3b707df9c,3b9ff749-695c-4489-a814-9129a044eb5d,9034.69,7236.63,19.9
cd338d17-8dae-4c92-9b15-baca71eb3979,1b52827b-592c-49d8-a1c0-5972cdaeccff,2825.36,2053.44,27.32
e628ef43-64af-4a1c-9821-e2fbf7aab8a3,b267685b-f10c-44bc-be27-71a242f728e6,27306.59,7290.81,73.3
6e47f481-a788-4098-8331-5e178479ccc0,3382a7f9-a9c5-491c-98d8-064cd6fe0dd3,7605.6,7748.61,-1.88
c0e7dfc1-e7bd-4cf2-ad85-3c000c0fa724,3278a937-c90f-4cc2-bbe6-d80f2cb2caed,3404.59,1784.74,47.58
0bbb5c9d-3d74-4824-8375-0210f93c2b0c,30afb801-32e2-4524-8aed-aadcba396a6e,2354.03,1470.78,37.52
900656bf-c8cd-41f4-9306-ca9a7268541b,ea61defe-b601-4cea-bdeb-f27b2d4e24de,2315.53,2061.53,10.97
68a981dc-e164-4626-a097-40467e571e30,64e25a95-b81a-4051-a71b-151bc8a16532,20268.42,8174.97,59.67
70d7d593-05ad-40f6-9117-bd959e4215d6,45e902ce-f7b6-4cc4-a5ec-8964d48a7f63,5521.79,3710.7,32.8
e157d7dc-efb7-4180-96ce-78012deb76f1,97d8c881-aa79-494f-9f15-15b92a4cf0c2,1352.11,626.01,53.7
51aba105-fe52-4315-8eb5-480fd151af21,69ed17f9-0c33-4647-8852-edf7107c4833,7572.48,2692.45,64.44
510fee2c-0014-4970-af68-f3900d100766,74a76c5c-4df0-4748-9309-4a1d4d09f2c2,10112.48,7410.5,26.72
94405b88-6b5e-485d-a8d2-692e72851ac8,9e1c3e1c-ed2f-4cf4-b204-4740e09e0061,12982.1,6761.54,47.92
a4a4428b-dbf2-4a23-847c-bb551c1ba6ed,a284c0bc-ea55-455f-a4a7-e125b623b29f,9239.54,4655.91,49.61
0f4edbdf-2c8c-4fa0-b336-89e3d2a94e6c,ae5f87e0-7866-405f-aa32-5794d6857980,3226.31,2571.17,20.31
109af7d8-c8b0-4c29-b384-7768f2d2afec,130ca509-6ae6-4f03-86a0-d63a228b9235,3618.23,3016.08,16.64
55843bdb-a4c7-48d7-bf94-70a2b60ebaee,1d7389ae-15ae-482d-8248-8f247c67965e,14469.35,8549.54,40.91
a5260606-0828-4ec2-8542-e597dafbd696,837d4ac0-6447-4472-bc78-ed7260b8c910,9750.39,5737.64,41.15
05c7c403-3569-432b-8ba4-dd09c6f386f1,3634253b-772d-4da8-b933-00546b1fe144,12550.35,3792.78,69.78
9c4a425a-0e1c-4489-96df-b9747c7adede,f489d457-deb0-457b-9425-c2d4e93f39c4,1246.02,734.73,41.03
da224292-9976-41a3-92ad-2c6970f1b9d0,7a584227-9d42-4e7f-8e93-c1289cfc892a,6989.64,7057.3,-0.97
1ec75485-e4e2-4b80-9023-8ad50f75669d,74bf9080-7508-4597-b8fa-dc99955d9652,6875.98,6652.43,3.25
7ba0bcc0-7baa-422b-a1d0-d933a4270c27,ba68ebe4-a9ec-4cbc-91b8-1f74cec72da8,1149.8,557.86,51.48
a2020b94-5b2a-42f7-ab48-7ded1cbccbfe,a1412f2a-478f-4c52-82b9-7729b4fe0479,9578.06,9610.07,-0.33
3a1996a0-f951-49b2-a62f-0da6946e3741,e714c898-bed1-4f04-a678-d682e8be9c0f,8434.93,10934.4,-29.63
a3879d4a-17ab-49e6-a661-050df2ef4e94,2faaecd5-6198-417b-ad87-815d7a995cdf,2239.78,1712.91,23.52
264f2492-fe70-4f0c-99b8-88a592a1c7a7,5514c18e-65ef-4d01-aaa0-f919f8090c41,2194.97,1622.63,26.08
f6399ad8-81c8-4394-82d6-2a0843de9493,84151130-1df0-44bb-b898-01bcfea9cab4,6012.5,3018.18,49.8
064d7e97-40af-4477-a2a0-b3909fb8fbbe,ab241cec-9cc6-4164-a782-625d4dc19774,8967.78,4984.25,44.42
00c61a4a-9820-4e79-b23d-084862a4f69b,531d48cb-68fa-403c-b061-e4c21cdd10e2,8672.11,6675.67,23.02
abd309ed-ed9c-48dc-9d61-1277e9afd099,b9d9653b-df62-4d3a-b9f4-d30fbf6dfd62,15504.04,11398.65,26.48
fa4f3312-ffee-4656-b113-7e5df5ee64fe,701f057b-9658-4716-b0b9-200f09dff8bb,2466.25,2105.76,14.62
c1606e6c-e7dd-405d-b02f-8ee4f38a7173,d24a37bd-fc04-4cf2-8c15-40f675cf3f43,9609.64,6024.93,37.3
d9e2bb7c-8b30-4481-b21a-5703b828085e,656a697a-53f9-430a-97b8-4c68b7973241,4025.42,3012.27,25.17
a39b61be-bb76-4123-8694-310444b28e9a,4d186ab2-c2ca-4d29-baaf-f6fb2bcd11e8,15306.71,7286.7,52.4
78ee257e-cbfb-48ad-8d85-de7b3ca293d6,978789e7-bb8d-4138-a1ce-d7deb4275b3a,13608.53,12150.65,10.71
b2d10e01-6d05-496c-88ef-7a1c3a69508b,8cd8396c-83ae-425b-9b97-03e869a7563d,18425.65,9107.05,50.57
052f4c9d-5715-4c48-b0e3-96e1e4f2b2d6,0c7fdd70-d35e-4699-ae5c-bf43fb18035b,6312.78,3409.24,45.99
12a06698-b677-4f43-967c-04dbf10cba24,e580e104-6d6d-4351-be52-bdc194232ab0,5812.16,7082.58,-21.86
34905d97-74c1-4fb9-b5cf-1a27418dbd6a,eefdc8a1-dc4a-4186-95c9-260a7703d850,4877.48,3568.26,26.84
00c9a67c-d51e-42d3-b3b4-479f7f6bb83f,1396f351-cc37-4586-b824-0376d756e525,6157.31,3788.85,38.47
16d10d8d-9c95-4889-af37-e52e0de5fdce,cc516185-f92f-4862-b66c-73003bc6c0b9,15373.33,7780.41,49.39
a59d4551-f51f-44a0-914f-eb7e6dad3467,baa7f96c-0b07-492e-ac17-d9430e134396,8839.93,5621.57,36.41
614aaf98-72ac-4d7c-b0b9-3b047ef03a5f,ba4c162f-987e-4425-8d03-c20eb0db7566,13599.95,7801.81,42.63
fc4ff514-2964-46c4-be26-e184cbd35034,defc61a1-6da7-434c-9ebd-697b6b5502b2,16070.17,4802.11,70.12
9ae704eb-9fcc-4b60-acbe-b55857e33da1,7554042e-7d42-4847-b740-7fe451345b85,2291.0,1560.42,31.89
3c678841-7cb0-45dc-a342-a5b16ccfd345,2204905c-7927-422c-8d94-a9c9bd22a52d,10472.75,9492.16,9.36
6c9f66cf-1c2f-4344-a85a-f51ab34ec129,c9986ff8-c5ea-4266-b15b-89fc260f14ed,7385.77,7373.49,0.17
9cb3fc74-8c84-4a0e-a401-d7c8626c3555,01c46f47-bf5f-4ae8-83a6-26dd9623a7c0,2340.21,1404.15,40.0
a3a8ff7d-f2dc-45e4-978a-4d3d6c5aacfa,5d5a028c-b006-4dc0-830e-5a5353363da6,6737.48,4482.95,33.46
