weather_id,expedition_id,weather_date,temperature,wind_speed,precipitation,visibility,weather_conditions
c470e25a-6924-4d3e-a7fa-3817dccf8dea,cd1fada1-e1dc-4111-9c43-357b0c1a0423,2023-10-06 19:00:12,-6.62,75.71,36.7,Cloudy,Stormy
7017fab1-2e20-4184-bd4b-e55fbda052e0,ba5356ce-72fb-4d59-ab2d-cc25c8fa9ac5,2023-10-06 19:00:12,-4.84,107.08,46.9,Cloudy,Stormy
de6b7b04-b1ef-4f70-b8ea-723aaac129f4,2bbd33a8-bfad-4ba7-9b3f-30ccf513e46a,2023-10-06 19:00:12,32.73,135.94,73.33,Clear,Snow
985b11c3-5b19-42ed-aa7b-1357fd51e747,fc9b19fb-830e-44d3-ae02-7a71b3f63827,2023-10-06 19:00:12,37.44,56.71,55.87,Cloudy,Snow
74524f55-b7f0-404e-aae5-a0296e4e4945,81dba3a6-7a3a-4145-92c7-f6c7fd4bc519,2023-10-06 19:00:12,22.97,27.97,47.87,Foggy,Sunny
806fce68-4ddb-47ab-8d2a-c604b0c2182a,21d856b0-088b-4c0b-bc95-4025b6b3730e,2023-10-06 19:00:12,-29.67,6.17,10.7,Cloudy,Sunny
5b712c28-9a60-474f-acf5-62ceb51aed25,3487b729-dd5f-498e-88c1-4cbeaf28dfd8,2023-10-06 19:00:12,37.11,30.3,13.8,Cloudy,Sunny
1f83277a-b4a6-4211-a62b-ed68f4d601f9,521f58de-6b49-4bb7-aaa5-85b9db41fdc4,2023-10-06 19:00:12,17.58,56.83,71.53,Clear,Stormy
2f2642b7-b557-40fc-98df-56984d751664,93940604-f3a4-40ff-9ff7-ee9355e0da97,2023-10-06 19:00:12,36.43,146.42,76.37,Foggy,Stormy
6bfad3ae-52f8-4b82-a6e6-3447ff5c6400,fe980b93-72b5-46ba-8386-9e5e2a5f5b81,2023-10-06 19:00:12,35.73,118.77,97.44,Foggy,Rain
62c2272d-a92d-44b5-a5dd-a81af1504673,c21c1276-5a47-45a2-9cc5-b57ec3e3b810,2023-10-06 19:00:12,33.75,0.85,27.32,Foggy,Snow
18ac4b6d-85c0-46f7-a501-abd0ef536e69,e32475d3-75ba-4b17-9f3b-af45c78ba2b0,2023-10-06 19:00:12,24.92,124.16,91.16,Clear,Snow
8dccaf35-106b-404c-b8c4-9f66c2ebec0d,751780a3-126f-445f-ab62-0d5c4c04891c,2023-10-06 19:00:12,25.76,128.52,39.63,Cloudy,Stormy
6adc7172-6ef8-4e11-8c19-de893a2dfa50,35fa0854-d1ad-42d8-b60f-dd042f4a133e,2023-10-06 19:00:12,27.75,74.79,59.54,Clear,Snow
73de6ce8-a3e4-4adf-8e4b-6f20862dcbc6,58fb3b5f-0b49-425b-a259-cfbcc25b28f6,2023-10-06 19:00:12,-26.59,149.96,81.22,Clear,Rain
301b1e65-cecc-4b59-aa63-f30480472a2b,8a4fdeac-ddb5-44f5-8b81-0c0ef304f677,2023-10-06 19:00:12,-12.25,76.06,27.13,Clear,Sunny
b4b0abed-b6be-45cb-8d87-0aca7cd7c2af,ceebec57-90d5-44bc-857f-61482c9395dd,2023-10-06 19:00:12,-15.26,18.68,82.51,Cloudy,Sunny
520f3c62-47cc-4af5-a1b8-07b715f7ea6d,c8c22d68-72f4-4486-b03b-0d1f36646518,2023-10-06 19:00:12,13.02,86.47,52.91,Foggy,Stormy
2f9a1ea6-e8d4-4b6d-a1e4-35356e4c5412,d5f10266-9e54-42ce-94ec-5df64e80a3ea,2023-10-07 19:00:12,18.09,59.31,64.67,Foggy,Sunny
d2bb5623-69e4-4ac5-b526-26fe093438fe,7f497c40-c022-4cac-9e6c-26c6e0c692e9,2023-10-07 19:00:12,-27.19,99.93,99.8,Clear,Snow
e2ab22b8-fb27-4009-bcf9-74f252dd4903,e968f25f-b96c-41dd-ad1e-12fffed7b4e7,2023-10-07 19:00:12,5.44,111.24,60.91,Cloudy,Snow
fb8c6679-9be3-4017-ac94-ec0f26793b95,2df26b7f-7e01-4246-9321-044e09f3f4d7,2023-10-07 19:00:12,27.49,91.53,47.63,Cloudy,Sunny
a54b312a-6aad-464e-a04a-6ee4224f6b8e,085dfa9c-2502-406c-a24f-cb363fbdc23f,2023-10-07 19:00:12,-29.08,74.44,18.65,Foggy,Snow
1fea2c0e-0498-437f-83ce-12a324eee7ff,3c297884-0b86-43c0-94f6-e1897e792893,2023-10-07 19:00:12,39.23,129.1,68.77,Cloudy,Snow
0faf55fa-04a6-4956-9067-8ca0c79f0497,744465a6-8cf3-4acf-8d9d-9effed6cff3e,2023-10-07 19:00:12,-10.36,54.92,57.89,Clear,Snow
f120573d-81d0-44b2-8651-490a4306950d,814eae11-91a1-435c-82c7-67a039250d81,2023-10-08 19:00:12,-25.22,5.49,98.01,Cloudy,Snow
f4e6af6a-5672-4581-8c97-a26dfa5adc03,7f52a918-c4c4-46c6-acd6-1e03ac0223b6,2023-10-08 19:00:12,8.11,51.81,39.84,Clear,Rain
a1b9658c-69bd-40e8-906c-3821f0c41bce,c540f44e-c22b-4788-aef6-6c67dffeda22,2023-10-08 19:00:12,-2.34,9.44,34.34,Foggy,Stormy
89922746-2080-4a49-8ab4-fa214b13d737,e687dd3c-057f-4fcd-b358-1cf5faf1e9b4,2023-10-08 19:00:12,13.15,126.48,17.99,Clear,Rain
9ee090f7-f31b-4770-b13d-1c1623820d70,f3696d9d-c016-4238-a2d9-1f7cf2fd4303,2023-10-08 19:00:12,26.71,94.93,62.08,Clear,Snow
1f8556fe-091b-455a-806f-999c5ec0b4c9,8a48c131-982d-4cb1-b031-89113f6b75df,2023-10-08 19:00:12,25.33,11.08,2.32,Foggy,Rain
fb47f475-3c37-49f4-8e13-a4f32d26f3f8,dac70fa3-36fe-405d-8a8c-cccc6e1151f8,2023-10-09 19:00:12,25.45,11.35,49.59,Clear,Snow
1c49a2a8-7eb6-483f-9285-61c91d50d49a,cd382f19-5a50-414d-b48a-319b34fadf63,2023-10-09 19:00:12,-11.63,74.73,23.05,Cloudy,Snow
5e8e0722-343a-4e31-a72a-9d40765eca86,35dbd12e-f510-47bf-9038-6f74a90252e9,2023-10-09 19:00:12,24.05,90.88,44.25,Foggy,Sunny
e7903ad1-26ca-4a5a-942a-40645ba3d49e,34d4d8a7-bbdd-4aef-8c24-424e535951d5,2023-10-09 19:00:12,9.22,33.14,86.51,Foggy,Snow
5a17cb25-0723-4c28-af4f-45f3830ee010,20095d78-493c-44cb-b7f6-c358693f41e1,2023-10-09 19:00:12,20.25,53.79,9.89,Cloudy,Snow
755d90ac-680d-4c3a-a54c-729dbec0fd48,9755f3be-de40-4aea-8d3d-dd2aa48047b0,2023-10-09 19:00:12,-26.17,27.2,67.08,Cloudy,Stormy
adc4328d-101f-4542-be01-5654699416fc,03849c73-455d-46ef-bec4-608933fd7b22,2023-10-09 19:00:12,33.47,87.09,76.5,Clear,Snow
c6145514-4273-4ca0-922a-2c3e8db715e7,8be6a39f-c393-42f9-87f8-d31238fdd9e1,2023-10-09 19:00:12,30.24,84.02,68.67,Foggy,Rain
9014db26-9350-4ddb-9eb7-2f6a0a7df6bc,34c6bfcf-45f7-4104-9f27-b5317af36a79,2023-10-09 19:00:12,29.79,23.08,14.04,Cloudy,Rain
bc3a7e9f-1a51-4e98-a3fd-c2f2e4773c76,464b4a9a-e95e-46ba-977e-df49849f22a4,2023-10-09 19:00:12,23.06,138.44,56.21,Clear,Sunny
534dd161-b38e-4b9c-8f25-a2ffc8514f0a,e97ac846-5aa2-4187-9e78-f05f52d50841,2023-10-09 19:00:12,30.91,116.63,46.57,Foggy,Rain
c5782cb9-1d8d-4d66-a767-907922ef5da9,3d31be2e-71eb-42c4-98e4-ae2b374be6eb,2023-10-09 19:00:12,39.16,8.73,0.17,Cloudy,Stormy
5743038d-3eed-49cd-9529-dce004dde7fb,e2d28b18-878e-4edd-8e1c-c5fd7eec0bdc,2023-10-09 19:00:12,-23.77,71.78,90.68,Foggy,Sunny
ab25f4ef-edb5-4515-9512-429c417d36b7,de7e3761-b649-4552-99cb-6945c6e3a399,2023-10-09 19:00:12,18.39,77.44,20.6,Cloudy,Rain
e5d6b5da-f488-4211-abfc-4f297c1c248c,606882cc-0337-4798-a48c-16a513ce784c,2023-10-09 19:00:12,36.94,95.86,46.63,Clear,Rain
da17b1ed-2ccf-4c3d-ba24-5d9fc835310f,65a87b5f-4238-4491-b647-3fd1f4e1af1f,2023-10-09 19:00:12,-0.74,81.72,98.89,Clear,Stormy
c72a7afe-3822-4c42-8cf3-27a17c3e83a9,774f5f79-52ed-4148-b198-53af33c1ac6f,2023-10-09 19:00:12,-22.84,78.54,70.36,Clear,Stormy
7077853c-45d5-4133-8db9-41c13ea92d76,784a9c0f-2c5d-4fd8-a0a2-394bbc3b5483,2023-10-09 19:00:12,-12.53,142.93,2.77,Foggy,Stormy
bd95b4d5-accb-4224-8017-75ca127909f6,d45a0c4c-de83-40f6-9fc0-59764071661f,2023-10-09 19:00:12,-23.58,44.66,12.46,Foggy,Rain
2eedba3e-9a4c-45bd-867d-527dc0e7dc35,a2e78270-a912-44fd-ac2d-319559088879,2023-10-10 19:00:12,-4.33,3.68,41.19,Foggy,Sunny
05406bd5-4568-4340-8169-d39157289ecf,7aa8f17d-39ce-48e2-8b97-9914fcabd211,2023-10-10 19:00:12,14.28,144.69,69.45,Cloudy,Rain
729d63bf-dfbc-4c03-a204-91584c4f1c99,52d5eef5-8ef5-435b-95d1-e162116a4b14,2023-10-11 19:00:12,9.81,51.09,37.68,Cloudy,Sunny
30a26626-9e8d-43c7-a1dd-d87ec5750394,4b952b5c-4570-490b-9e6b-c255053289b5,2023-10-11 19:00:12,38.92,1.84,3.79,Foggy,Sunny
748c88aa-bd2e-43ea-af44-c4a80fba16e3,3a750e8a-a99f-4606-bba6-223704bdb4d4,2023-10-11 19:00:12,39.93,97.91,59.05,Clear,Snow
8d00a9b7-7a03-4e54-8905-8b0e933a9463,87fb2705-24a8-4e1b-a7b8-249423798e60,2023-10-11 19:00:12,-0.09,30.4,39.28,Clear,Sunny
38412818-3a80-4ee6-a7b2-b3b9b0ed5e8e,fa17ecf3-4f73-4dbf-87b5-e4e8868742ca,2023-10-11 19:00:12,-29.24,73.1,95.02,Cloudy,Rain
5e1c2477-56ae-467b-ace4-ac0e822216ab,7fd18038-d5af-4e4b-9c36-555c5db93295,2023-10-11 19:00:12,18.91,124.46,22.62,Cloudy,Snow
1a5573e3-6585-4a46-97f0-770ff5f1a3c8,7a8f552b-e760-4772-8151-49c65e3dcc85,2023-10-11 19:00:12,25.59,32.18,47.2,Cloudy,Sunny
05c4726e-1ac5-4cd0-9441-99bd6272e9c1,65640e47-5ffe-41e5-bb83-97048584d27b,2023-10-11 19:00:12,2.82,65.33,76.11,Foggy,Stormy
9c34e0a2-a2f3-4f13-b883-9ad6e2577d08,0a9522c2-078e-4eef-88c9-c2ef9604ea09,2023-10-11 19:00:12,27.05,92.91,81.06,Cloudy,Sunny
5ba40708-5e03-47dc-8544-49175fe5d441,a3527472-e84e-46db-9bff-30072fbac7b9,2023-10-11 19:00:12,-18.91,17.77,35.69,Cloudy,Sunny
9b20e77b-e839-4aaa-9e9a-f427d0ddf5e4,4a1c0f27-a42a-404d-95fb-ee481301ff9a,2023-10-11 19:00:12,16.46,32.84,90.97,Clear,Snow
79cf6a4a-15f7-46ba-9f03-66eda4bcb058,e4f92926-07e8-4fee-8826-ad87d95e9315,2023-10-11 19:00:12,-19.16,139.97,61.16,Clear,Stormy
bdc6324e-ab6a-42c8-afc4-4d9719904dfa,1ab979e0-c371-4570-bdaf-5b601ea230e6,2023-10-12 19:00:12,29.66,13.84,50.73,Clear,Sunny
ca869e3e-130d-46af-a6e7-f39795dbfba0,28091b90-051e-43d6-a931-dcb2e7319cbe,2023-10-12 19:00:12,7.28,11.22,13.27,Clear,Rain
9b2eb4a2-836a-4f54-ab1b-4456aa2faba2,e9a978ea-f5d2-4632-a71c-eae3003a6e78,2023-10-12 19:00:12,30.63,145.69,2.26,Clear,Rain
e728e96d-193d-4ae3-aa4e-768677ce960f,d9da51f3-3ec8-4690-a201-2ff732eef1e3,2023-10-12 19:00:12,-13.3,123.17,8.04,Foggy,Rain
31019fb5-0ce7-4cf0-9591-042d8b36c9d6,4bafd0d6-fa88-4eb4-a7d1-cdde29139e8c,2023-10-12 19:00:12,-22.45,19.4,10.19,Foggy,Snow
a630dd55-d784-475f-b3dc-aa96ed77031a,90862c0b-7fdb-4eb1-8b10-4354b2f56936,2023-10-12 19:00:12,28.53,2.06,39.75,Foggy,Sunny
e9657970-b1f2-4341-8d8e-c71528421f1a,c2e1ef31-e911-416f-8a77-e5ea9e80108d,2023-10-12 19:00:12,-16.57,31.06,92.92,Cloudy,Stormy
8791b0d0-2ac3-487d-aac0-b62d89efc3aa,1559e18c-7588-415a-bd39-8b63e24f14c7,2023-10-13 19:00:12,20.85,97.92,59.63,Clear,Sunny
f03d9f5b-0a08-43b0-80b7-2403bc1de2a0,ad931b39-8506-4384-9ebb-73230f8fca57,2023-10-13 19:00:12,19.29,41.2,94.71,Cloudy,Rain
fd2cf225-d463-49a0-9a01-70d6573113fe,fba8ede3-3165-4350-a72c-b72f0346275b,2023-10-13 19:00:12,25.8,59.08,67.98,Clear,Stormy
e50b3200-9124-455b-bdf0-5c6a38d9341a,bfbcdf4e-61c1-4e61-a65a-6b181746fc94,2023-10-13 19:00:12,-27.0,42.73,18.17,Foggy,Stormy
30c5ba88-7b9d-4f3e-bd1d-713bc5963172,d751e4f1-1d67-404c-adad-a83f4d90bc56,2023-10-14 19:00:12,-19.58,59.02,70.26,Clear,Snow
856e4f5b-bba5-45f2-ad16-f10ea5e2cd26,720b1e23-83b2-4f7c-a9b4-d7b928ca4173,2023-10-14 19:00:12,-5.47,100.72,75.12,Cloudy,Rain
b67df6c6-f933-4358-a399-1a148983feaf,2285ff54-1c78-4b69-8d1a-4cd59f0dad84,2023-10-14 19:00:12,-4.03,129.9,95.81,Cloudy,Snow
c2375414-7dbb-49ad-b9ff-2267dc9b1dd7,30145ccc-7244-4c79-be47-a015fd71b6ec,2023-10-15 19:00:12,-29.17,107.57,79.73,Clear,Stormy
47eea3c2-fe6a-429a-93b8-b53f8c0031f1,0915bb63-a637-499a-af07-0581f07dc489,2023-10-15 19:00:12,1.54,53.85,60.3,Foggy,Rain
d69e7085-20b3-4476-898a-71a2b3c7c282,d6691d7e-02d1-461b-b07e-138aacbb33eb,2023-10-15 19:00:12,0.82,136.02,44.59,Cloudy,Stormy
26c43c4a-e3c6-416e-8ca5-0c63df09a23d,795685c4-a577-4af9-8b9c-8cce78ae72bf,2023-10-15 19:00:12,38.89,137.72,45.64,Clear,Stormy
acb7ef9f-0793-4594-98fd-44f23dfbd7d7,e4542334-3ad2-40a8-b023-84e7e6be7f58,2023-10-15 19:00:12,-24.35,79.83,24.28,Foggy,Stormy
bfdff4e5-9442-48d2-baf6-b43a0ac7366f,e1129f1b-6fb6-41e2-9839-51ddc9df6b63,2023-10-15 19:00:12,32.18,75.52,45.18,Cloudy,Rain
fa566fa0-727d-486e-b85b-ccfd233ced82,69680507-2036-4333-aaab-75dccd30bb3c,2023-10-15 19:00:12,21.2,62.76,63.23,Cloudy,Sunny
c74a0129-74d3-422c-8924-3b2cc098e635,4eae6fcc-3c61-4e98-93b1-ef93e46a8d9c,2023-10-15 19:00:12,28.8,49.14,31.9,Foggy,Snow
9f854b6c-68db-463a-9793-3685726821f5,050b2f40-d2b3-4623-8f6e-c055660d02ba,2023-10-15 19:00:12,12.33,61.27,77.09,Cloudy,Rain
ab648605-6839-4c3b-894c-b41a48c7680b,73405d82-f04b-47fe-824a-326d0e91d3df,2023-10-15 19:00:12,21.37,128.23,74.84,Clear,Snow
fcb07452-a174-4363-af99-4b5072cf3594,339f7c03-0e14-4997-ab28-2e1fbbe45ef7,2023-10-15 19:00:12,8.81,83.06,98.4,Cloudy,Sunny
57164a04-dea0-43ae-b193-730dced44d91,515a7235-2b35-46a0-8d22-5dad1fb57563,2023-10-15 19:00:12,1.11,122.48,45.7,Clear,Snow
fc2e6aaa-4f82-4f44-bfe8-8692f4d6ba4e,8abe3d71-546c-417f-95d9-045e2322d2ff,2023-10-15 19:00:12,34.49,33.27,31.61,Foggy,Stormy
ca83198d-bccb-40a7-a1da-03831b5df15c,75b75bb0-1b7d-43ea-96eb-d7ba078a6b8a,2023-10-15 19:00:12,-28.27,75.25,31.34,Foggy,Sunny
69f6cf4c-e84c-4f22-bbf7-ea4bb6b448e1,dbbf4fe1-ec90-4665-ab31-81c56283f5d1,2023-10-15 19:00:12,32.62,33.12,6.88,Foggy,Rain
3b13652f-d30b-4782-912c-0893950fd52e,fb158111-256c-400e-bc46-495af05994a5,2023-10-15 19:00:12,3.78,34.38,33.15,Foggy,Stormy
f8ddaf5d-6bf7-48a7-b7b7-940cf780ed43,ce4f5d8b-1092-4d56-8329-850d886faed7,2023-10-16 19:00:12,20.32,46.05,71.66,Cloudy,Snow
e1fe6c12-caba-41f4-8d7b-ded05236d8c5,838ef9aa-ebb2-404c-be31-80626cbb1736,2023-10-16 19:00:12,21.69,81.01,7.37,Foggy,Sunny
e44f8bec-b4f9-4356-82cb-18fd729e8042,47d1ade1-0fe5-4338-bc7f-e8daaa2777ff,2023-10-16 19:00:12,4.44,146.1,51.24,Clear,Snow
102d7e10-5398-4bfd-9f78-17d71b2dd012,015e8411-3b69-4a9b-ab00-769f8878b68c,2023-10-16 19:00:12,-20.75,37.46,58.97,Cloudy,Sunny
9bc86384-eacc-4576-bf47-d08ac558e714,2094a72a-d9bb-41e7-b2a7-0e30aecae271,2023-10-16 19:00:12,37.48,138.06,64.76,Foggy,Sunny
414ad9b2-f46d-4ceb-b215-ef03ab92c2b0,4a908f80-2c71-4c16-9d21-736718c02787,2023-10-16 19:00:12,17.63,62.49,77.91,Foggy,Sunny
75a0c84b-cde9-451a-aff7-79f752f7deab,61699855-8711-44e5-b0ec-a49515e6d394,2023-10-16 19:00:12,-12.02,67.88,30.91,Foggy,Sunny
b07dc664-4b7e-486f-8a8b-98411a898039,6d2438ae-8b86-48db-9dfd-e7c1ce707963,2023-10-16 19:00:12,4.92,74.21,57.26,Cloudy,Snow
d507c454-b9dd-41fc-a9da-00257440b9c9,d0c6371e-5189-4cbf-a7c4-ed3ce95041dc,2023-10-17 19:00:12,-21.95,123.6,14.57,Foggy,Snow
e15b669c-efc9-48f1-977e-2e079bc6b853,450f905b-435c-44d2-9c5c-6e49574d5e7f,2023-10-17 19:00:12,-5.57,61.34,21.68,Clear,Snow
a81202f1-6575-45b0-ba9c-89e42cb08cc9,d4026006-d572-4738-9157-a86c4e3db696,2023-10-17 19:00:12,33.0,67.95,77.41,Clear,Sunny
12966a70-764f-4a71-b563-0ac9dcefdbd8,cb0d1e6c-d91a-4d99-95f0-e1a67d86ba79,2023-10-17 19:00:12,-17.78,145.81,58.09,Foggy,Snow
ec8222ca-8966-4494-840c-0e114ffc33c6,47af41ef-3492-4b76-aebc-78eeb08282ee,2023-10-17 19:00:12,-0.46,100.46,49.16,Clear,Rain
dfd1dd6f-0a88-4a2f-a500-cbe5c6b897ec,acdf4847-c19a-4f93-aca0-d6b212d4bc16,2023-10-17 19:00:12,-22.01,34.02,30.33,Cloudy,Snow
3cd3159f-1cf5-481d-9326-656e8cc321bb,709d9726-cd82-4bd9-9ccb-d540fec500e8,2023-10-17 19:00:12,-22.14,37.77,94.08,Clear,Stormy
6ac71f17-08d1-4d0f-abac-b993e1735741,f88ae057-0393-40f1-9632-483f8a5cf975,2023-10-17 19:00:12,5.3,48.33,92.25,Clear,Snow
191c6923-4c49-4374-8d03-d689bd2b28c1,e9814082-cc02-4096-a047-b225f78790e2,2023-10-17 19:00:12,5.88,5.83,30.81,Cloudy,Rain
9fa1c7ff-2e56-41c3-a03f-4156334a322d,d6d1afb2-4518-45ac-a00c-6ba85c46650c,2023-10-17 19:00:12,10.0,87.4,47.91,Cloudy,Rain
62cbe35c-c93b-44f5-a1af-61092c788d53,ba61e4cb-d7ae-401e-82cf-272ebe637c4e,2023-10-17 19:00:12,9.52,36.64,2.76,Cloudy,Rain
f1ef0285-779a-4825-9dad-2731fe5189f2,b3988fd1-8f6d-45de-b116-4ec5d62594ea,2023-10-17 19:00:12,-0.78,46.55,57.95,Cloudy,Snow
d3457d5e-8849-48a8-ba29-6b23da2af766,0c1e757e-79c4-43f0-aa89-5e6d636d9c7a,2023-10-17 19:00:12,14.93,45.49,57.26,Clear,Stormy
cf2b3f73-1e8c-4fee-86d4-3e8742796bde,2e7cc0a7-038f-433d-a1b1-50fcb011884c,2023-10-17 19:00:12,1.51,89.33,98.01,Clear,Sunny
8bbc3eae-cb22-4e94-9f48-f107434cd080,4bb8680e-5ec6-4a15-9b78-03934860ee4e,2023-10-17 19:00:12,8.22,94.03,42.26,Cloudy,Stormy
22f5f3ee-cde5-4ae0-9493-e2419ea97655,727a43ba-3ef5-490b-b7fc-35b194044deb,2023-10-18 19:00:12,20.94,5.12,69.27,Cloudy,Stormy
afe78a1f-10fb-4005-b3de-0f7585ba12a7,62a6cc0b-2e2a-443a-9cec-a4e86cf84f19,2023-10-18 19:00:12,-20.2,62.47,47.5,Clear,Snow
6df2a0a2-cc14-4a9d-a8ba-ed9948c3c2dd,c7570655-2804-4c8d-bc72-a8a44a821678,2023-10-19 19:00:12,27.06,11.63,44.23,Cloudy,Snow
fb77856e-d2ef-4205-ac6d-a916cdd0983c,9cd2415d-ffa7-4a37-9cce-af9c329f095b,2023-10-19 19:00:12,-18.89,38.5,74.28,Clear,Stormy
73d9bddf-cb22-4a9a-8004-96d732dae664,4c3de51a-1b96-47bf-b7e6-ebe77486ecf6,2023-10-19 19:00:12,-24.66,104.41,60.91,Cloudy,Rain
a241e2bb-6730-412c-960e-f0d655606c5f,de4e82fc-e134-47c2-b7a5-af41e0f9f4e6,2023-10-19 19:00:12,-11.92,132.14,83.04,Cloudy,Sunny
c26e1ce4-dac3-4932-a3af-3fadab3230c3,42cbd48a-5784-4841-a4ab-0b555aef71de,2023-10-19 19:00:12,-15.1,100.97,6.73,Cloudy,Snow
a9e02226-7ca3-4705-84e2-fd66ec21a107,253d2c71-803d-494a-8548-77bf5d0788bb,2023-10-19 19:00:12,-14.52,7.29,68.63,Clear,Sunny
498d0bb7-7c24-4559-a2cd-311428f4796a,dee5c328-d686-4035-a5ef-46224eab6720,2023-10-19 19:00:12,-24.86,2.33,66.09,Cloudy,Sunny
5c4e4e6a-e8be-46e8-8036-6b804fc74183,551ce426-c1dd-41ca-aeaa-3c67b57cab71,2023-10-19 19:00:12,-1.13,58.81,31.8,Clear,Rain
b8d2e59a-ee44-4bbd-a5c7-343e3d336b49,3919385f-6133-4f49-9744-d6869a9255f8,2023-10-19 19:00:12,-15.46,93.21,8.98,Foggy,Snow
54e8403f-b427-4c1e-a468-e4c74ac0e56c,0d590927-6f69-4b8a-a844-28e5ec3d5086,2023-10-19 19:00:12,16.54,103.29,84.52,Clear,Rain
8388df40-b24a-41d6-bc52-e8567d55d10a,70bc8dc5-d615-4025-a951-dfffdc43af08,2023-10-19 19:00:12,-21.19,70.55,32.88,Cloudy,Snow
35945e58-0970-45bc-87d5-383fdd7c976a,d9f4baf1-4e1f-4a69-90d2-0827f34f8cad,2023-10-19 19:00:12,10.51,75.33,76.88,Clear,Rain
3f78dcee-6cf8-45e1-a0b1-eb011c43debc,df28860e-8287-42e9-b6a4-34ccb8d11161,2023-10-19 19:00:12,-20.0,102.54,62.14,Clear,Rain
035217b2-e220-4e36-bc98-65676d4273a7,03adf095-9652-41db-a4b0-014d834164dc,2023-10-19 19:00:12,8.74,43.04,3.49,Cloudy,Stormy
7d598c1f-c31a-4c46-afcd-313b6a83fa0a,3ccb927e-8e76-4283-99eb-f524d7782c83,2023-10-19 19:00:12,-4.13,92.64,43.38,Clear,Rain
8027b103-cd6f-4b8a-9675-9e8f8fb0d697,2a12da7b-63fd-4e36-a734-2ca5efe064a8,2023-10-19 19:00:12,25.22,24.59,37.09,Clear,Sunny
bf3763da-5198-41f4-8b38-9cce98669787,18d14e81-2f9a-4a29-9e7e-16092a242369,2023-10-19 19:00:12,-7.22,109.4,67.71,Clear,Stormy
